Frame Index,Pillar Index,X,Y,DX,DY,DIS
22,3084,51492.801,25135.971,4.813,-171.828,171.895
22,3087,51728.267,24296.849,173.292,-8.528,173.502
22,3097,51745.988,37342.449,49.530,-30.418,58.124
22,3102,51795.017,36572.101,31.166,201.638,204.032
22,3107,51802.420,35473.742,-27.130,96.655,100.390
22,3111,51791.303,34313.457,-105.765,-61.338,122.264
22,3115,51927.092,33455.055,-37.503,82.954,91.038
22,3120,52037.912,32405.241,5.677,35.362,35.815
22,3123,52251.569,30366.525,92.583,-5.886,92.770
22,3124,52177.251,31488.184,79.089,111.697,136.862
22,3127,52278.108,29383.823,51.502,13.142,53.152
22,3129,52212.684,28252.461,-79.637,-123.571,147.009
22,3132,52351.237,27398.613,-8.492,24.276,25.718
22,3136,52530.884,26385.561,103.844,13.700,104.744
22,3140,52583.629,25294.574,91.025,-82.946,123.149
22,3143,52506.382,24340.596,-53.248,-34.565,63.483
22,3150,52690.826,37416.563,-10.160,-23.262,25.384
22,3154,52878.400,36584.114,110.011,146.524,183.226
22,3158,52935.842,35643.373,100.119,208.491,231.284
22,3161,52940.548,33471.357,-22.601,32.618,39.683
22,3162,52874.904,34449.023,-26.654,6.430,27.419
22,3164,52973.737,32409.250,-56.691,-27.370,62.952
22,3169,53045.363,31422.772,-50.890,-20.780,54.969
22,3172,53082.030,30525.536,-81.593,84.293,117.314
22,3175,53299.859,29396.938,68.677,-42.747,80.894
22,3179,53345.639,28397.872,48.666,-47.426,67.953
22,3183,53436.801,27414.762,72.405,-28.962,77.983
22,3187,53530.441,26329.110,98.718,-112.267,149.497
22,3191,53574.029,25448.422,76.789,1.361,76.801
22,3204,53819.908,36545.947,52.094,43.036,67.571
22,3209,53865.101,35654.613,30.056,154.030,156.935
22,3214,54107.219,34693.829,206.811,185.258,277.654
22,3218,53876.305,33608.025,-91.419,101.388,136.517
22,3223,54003.625,32531.801,-31.435,27.163,41.545
22,3226,53908.654,31475.701,-192.199,-36.353,195.606
22,3230,54088.409,30501.512,-79.903,-8.398,80.343
22,3237,54396.179,28486.801,94.570,-27.558,98.504
22,3241,54459.944,27416.895,90.880,-96.041,132.223
22,3244,54445.708,25578.160,-57.790,68.787,89.841
22,3245,54521.950,26417.250,85.563,-93.521,126.757
22,3263,54719.541,36336.053,-52.955,-233.404,239.336
22,3268,54852.192,35550.899,12.560,-16.594,20.811
22,3273,55032.362,34646.767,127.314,70.819,145.685
22,3277,55195.071,33796.110,222.740,221.742,314.297
22,3283,55268.542,32647.688,228.829,75.130,240.847
22,3286,55321.677,31677.984,216.256,97.649,237.280
22,3290,55316.629,30513.750,143.678,-64.670,157.561
22,3294,55334.195,28601.668,26.319,26.194,37.133
22,3295,55383.257,29540.029,142.809,-37.235,147.583
22,3298,55457.115,27605.383,91.028,25.171,94.444
22,3302,55535.820,26399.563,102.651,-178.677,206.065
22,3334,55767.481,34601.338,-143.888,-31.669,147.332
22,3339,55908.522,33622.511,-68.344,-19.467,71.063
22,3343,56156.982,31714.874,45.352,75.216,87.831
22,3344,56107.870,32625.573,63.584,-14.845,65.294
22,3347,56343.822,30627.616,173.057,-17.488,173.938
22,3350,56327.716,29699.124,89.758,54.977,105.256
22,3353,56302.528,28650.884,-2.677,8.371,8.789
22,3357,56284.591,27702.734,-86.098,53.544,101.390
22,3401,56970.003,31719.196,-139.879,13.184,140.499
22,3404,57008.037,30732.586,-167.285,19.101,168.372
23,2498,41011.401,32479.736,44.861,-131.353,138.803
23,2503,41138.258,30570.791,37.476,-34.683,51.063
23,2504,41166.134,31458.411,132.536,-149.979,200.149
23,2511,41144.132,28697.918,-89.606,88.013,125.601
23,2514,41237.867,27658.453,-63.420,50.907,81.324
23,2548,41940.283,33575.540,35.644,-99.583,105.770
23,2549,41808.139,34712.301,-29.338,33.909,44.839
23,2554,42183.808,32528.175,213.809,-153.105,262.974
23,2559,42047.811,31697.430,10.585,18.935,21.693
23,2563,42142.772,30622.580,38.299,-52.845,65.264
23,2566,42227.484,29665.971,57.434,-16.104,59.649
23,2570,42448.846,28558.485,217.233,-119.328,247.849
23,2574,42399.849,27483.386,100.938,-191.963,216.883
23,2599,42780.411,35797.506,6.985,44.230,44.778
23,2603,43048.230,34641.668,207.478,-107.327,233.594
23,2607,43038.978,33850.172,130.981,104.404,167.500
23,2613,42897.323,32776.159,-76.095,24.575,79.965
23,2616,43013.306,31796.999,-21.818,49.826,54.393
23,2619,43115.522,30659.110,13.117,-84.901,85.909
23,2623,43079.258,29699.882,-90.469,-41.546,99.553
23,2627,43158.271,28672.353,-77.123,-75.352,107.823
23,2631,43157.010,27903.688,-145.800,158.623,215.450
23,2634,43461.954,25721.519,25.854,-27.230,37.549
23,2635,43560.005,26834.790,189.671,91.971,210.794
23,2652,43703.649,36864.316,-7.287,46.250,46.820
23,2657,43813.286,35782.655,36.648,-41.169,55.118
23,2661,43756.718,34816.587,-81.845,-1.349,81.856
23,2665,43760.175,33908.232,-145.681,93.415,173.059
23,2670,43881.007,32827.456,-90.473,7.111,90.752
23,2674,43911.001,31934.989,-127.675,117.411,173.454
23,2678,43860.877,30755.647,-245.187,-58.657,252.106
23,2681,44136.255,28827.049,-102.996,9.272,103.412
23,2682,43891.455,29778.807,-282.027,-32.795,283.927
23,2685,44112.052,28154.402,-194.724,339.392,391.285
23,2688,44303.202,26714.172,-71.078,-98.548,121.506
23,2691,44546.165,25956.429,106.098,138.032,174.097
23,2695,44540.354,24906.935,32.829,90.503,96.273
23,2709,44742.697,36867.642,34.004,-19.173,39.037
23,2713,44759.961,35859.148,-14.554,-33.447,36.476
23,2718,44713.483,34995.559,-128.424,107.241,167.313
NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,2728,44970.750,31981.127,-71.643,93.188,117.544
23,2729,44763.998,32957.037,-211.011,66.338,221.193
23,2733,45131.409,30923.159,21.558,38.503,44.127
23,2736,45127.930,30007.151,-49.426,125.266,134.664
23,2739,45191.765,28953.418,-51.390,65.516,83.266
23,2742,45224.067,27785.543,-86.714,-99.513,131.993
23,2745,45258.495,26781.068,-113.206,-100.074,151.097
23,2749,45384.632,25833.455,-52.728,-52.987,74.752
23,2752,45446.722,25107.872,-57.819,223.368,230.730
23,2755,45606.850,23928.459,35.189,46.426,58.255
23,2760,46146.460,37866.553,502.071,-94.822,510.947
23,2765,45768.887,36694.148,56.787,-262.579,268.649
23,2769,45563.857,35144.682,-281.624,186.224,337.626
23,2770,45768.756,36131.229,-9.220,168.507,168.759
23,2775,45818.928,34052.135,-94.046,96.575,134.802
23,2780,45984.015,32836.753,3.612,-115.119,115.176
23,2786,46083.541,32150.163,37.307,192.039,195.629
23,2789,46093.940,30989.472,-19.782,34.531,39.796
23,2791,46294.952,30061.390,119.953,110.851,163.330
23,2795,46198.082,29095.291,-42.800,138.957,145.399
23,2798,46224.804,27845.903,-83.401,-107.538,136.089
23,2802,46289.279,27195.034,-86.411,243.848,258.706
23,2806,46366.134,25940.626,-76.927,-7.791,77.321
23,2809,46624.312,24028.978,48.537,77.121,91.124
23,2810,46531.854,24832.107,23.208,-122.307,124.489
23,2817,46718.224,36903.830,2.462,-122.454,122.478
23,2822,46559.905,36307.783,-221.723,275.353,353.526
23,2827,46874.035,35234.542,24.832,206.287,207.777
23,2833,46914.927,33950.919,-1.869,-74.610,74.633
23,2838,46912.977,33074.786,-65.367,54.352,85.012
23,2841,46830.897,32029.127,-213.083,2.700,213.100
23,2845,46994.664,31137.065,-116.863,113.647,163.011
23,2847,47098.995,30080.529,-79.986,59.996,99.987
23,2849,47225.741,29092.084,-19.172,65.645,68.388
23,2853,47420.571,27025.527,40.703,4.269,40.927
23,2854,47315.244,28118.762,2.871,95.309,95.352
23,2858,47515.169,25724.543,67.929,-293.876,301.625
23,2861,47441.457,25039.059,-71.407,14.730,72.911
23,2864,47532.103,24046.273,-47.877,24.523,53.792
23,2868,47608.029,38070.176,-43.806,-29.660,52.903
23,2873,47659.614,37072.386,-59.960,-23.015,64.225
23,2878,47648.997,36436.875,-130.769,336.849,361.341
23,2883,47829.845,35037.189,-17.384,-58.872,61.385
23,2888,47933.973,33981.964,19.354,-111.520,113.187
23,2894,47980.064,33085.889,-2.171,-4.214,4.740
23,2897,48006.663,32257.003,-41.367,160.878,166.111
23,2901,48143.553,30083.701,-39.639,-6.668,40.196
23,2902,48100.186,31113.692,-15.438,20.386,25.572
23,2905,48297.720,29129.791,48.621,33.444,59.013
23,2909,48309.034,28130.061,-7.637,36.730,37.515
23,2913,48360.337,27180.407,-23.830,89.144,92.274
23,2916,48488.582,25937.376,37.062,-151.054,155.534
23,2919,48610.656,24887.158,100.774,-205.228,228.635
23,2923,48577.706,24061.706,0.907,-28.170,28.184
23,2928,48672.702,38140.102,22.558,-26.623,34.895
23,2932,48715.500,37193.950,-2.271,31.526,31.607
23,2937,48697.644,36500.072,-87.739,340.211,351.342
23,2943,48879.311,35186.770,28.057,21.670,35.451
23,2948,48890.209,33240.274,-96.150,80.799,125.592
23,2949,48835.394,34288.287,-83.362,125.681,150.814
23,2954,49026.495,32178.249,-25.763,12.803,28.769
23,2957,49178.779,31234.802,58.906,71.888,92.940
23,2960,49141.905,30164.267,-45.636,4.289,45.837
23,2964,49132.568,29208.383,-122.480,50.345,132.424
23,2967,49319.531,28077.835,5.444,-83.457,83.634
23,2972,49436.508,27211.877,55.084,52.455,76.064
23,2975,49444.316,26151.338,-4.380,-5.265,6.849
23,2978,49715.178,24879.239,201.014,-283.013,347.135
23,2983,49580.009,24161.182,-1.106,1.446,1.820
23,2989,49677.874,38094.653,23.519,-139.997,141.959
23,2992,49779.071,36249.025,-10.514,20.918,23.412
23,2996,49738.932,35237.310,-116.497,3.625,116.554
23,3000,49842.140,34439.287,-80.921,208.000,223.186
23,3004,49850.752,33249.503,-139.864,21.008,141.433
23,3009,50010.444,32164.863,-46.108,-69.487,83.393
23,3012,50149.034,31189.810,31.273,-40.727,51.349
23,3015,50294.589,30283.537,109.495,55.861,122.921
23,3019,50269.013,29397.165,16.293,171.219,171.992
23,3022,50288.563,28285.669,-29.887,54.806,62.426
23,3025,50298.194,27278.632,-87.621,49.539,100.656
23,3029,50703.710,24778.891,185.124,-453.090,489.450
23,3030,50493.419,26155.552,40.319,-70.769,81.449
23,3033,50706.503,24350.213,120.958,120.684,170.867
23,3039,50704.633,38056.555,45.931,-245.448,249.708
23,3041,50729.609,37424.408,3.309,126.318,126.362
23,3045,50697.490,36400.345,-96.438,104.478,142.183
23,3049,50802.444,35218.378,-57.188,-83.414,101.135
23,3053,50882.199,34301.262,-39.010,3.334,39.152
23,3057,51042.484,33384.888,53.671,89.339,104.221
23,3063,50996.456,32283.552,-59.745,-9.430,60.485
23,3066,51009.331,31161.601,-112.781,-137.951,178.186
23,3069,51006.510,30458.045,-183.049,161.340,244.003
23,3072,51320.918,29146.734,63.782,-148.448,161.570
23,3075,51388.527,27336.986,-1.804,38.403,38.445
23,3076,51309.603,28402.835,-13.327,102.617,103.479
23,3081,51352.775,26307.776,-104.822,11.838,105.488
23,3084,51521.469,25024.661,-1.584,-276.865,276.870
23,3087,51715.979,24399.979,125.978,100.774,161.326
23,3097,51926.170,37442.188,195.582,77.005,210.196
23,3102,51839.889,36370.784,47.301,9.150,48.178
23,3107,51843.466,35418.477,-16.684,59.516,61.810
23,3111,51926.452,34331.628,0.759,-34.159,34.167
23,3115,51898.979,33376.505,-94.256,12.734,95.112
23,3120,52105.419,32301.202,44.721,-60.025,74.853
23,3123,52233.505,30378.274,39.389,12.774,41.409
23,3124,52271.927,31429.242,145.342,60.987,157.619
23,3127,52253.142,29344.736,-8.512,-19.468,21.248
23,3129,52536.124,28228.217,208.704,-141.122,251.938
23,3132,52384.141,27342.305,-10.732,-25.557,27.719
23,3136,52570.466,26424.109,108.375,58.689,123.246
23,3140,52520.001,25222.638,-1.625,-139.386,139.395
23,3143,52590.740,24395.503,3.977,28.517,28.792
23,3150,52729.557,37494.976,-0.422,64.583,64.584
23,3154,52890.107,36588.538,92.947,160.097,185.123
23,3158,52867.877,35479.137,3.268,52.978,53.078
23,3161,52957.251,33436.710,-40.480,5.012,40.789
23,3162,52787.901,34437.712,-142.346,4.409,142.414
23,3164,53044.644,32418.811,-20.611,-10.437,23.103
23,3169,53048.688,31377.073,-82.376,-59.577,101.663
23,3172,53115.200,30570.120,-83.446,136.054,159.606
23,3175,53334.460,29372.803,68.287,-60.206,91.038
23,3179,53290.741,28346.315,-35.765,-82.730,90.130
23,3183,53616.927,27253.510,225.003,-181.718,289.219
23,3187,53577.257,26475.720,118.190,42.727,125.676
23,3191,53565.375,25475.948,39.322,44.676,59.516
23,3204,53901.391,36549.538,99.635,54.582,113.607
23,3209,53991.197,35689.346,122.109,196.228,231.119
23,3214,54277.552,34624.501,342.818,123.980,364.548
23,3218,53993.011,33581.543,-9.176,82.180,82.691
23,3223,54060.090,32551.724,-9.663,54.644,55.492
23,3226,54130.714,31431.621,1.568,-71.478,71.495
23,3230,54267.229,30501.289,70.920,0.497,70.922
23,3237,54419.418,28502.184,88.489,4.404,88.598
23,3241,54314.042,27427.081,-82.389,-77.118,112.850
23,3244,54488.429,25524.850,-42.131,24.394,48.684
23,3245,54530.934,26511.083,67.371,8.917,67.958
23,3263,54765.571,36235.263,-40.672,-325.999,328.526
23,3268,54887.558,35616.139,14.079,56.233,57.969
23,3273,55101.476,34680.672,160.568,122.525,201.977
23,3277,55195.573,33653.884,194.821,88.631,214.034
23,3283,55172.006,32701.294,104.150,138.130,172.994
23,3286,55286.976,31561.831,151.765,-0.932,151.768
23,3290,55329.548,30568.878,128.757,-0.218,128.758
23,3294,55286.181,28586.634,-49.213,20.168,53.185
23,3295,55310.773,29508.940,42.680,-59.405,73.147
23,3298,55443.243,27528.429,42.305,-44.584,61.461
23,3302,55541.588,26602.875,73.538,31.648,80.059
23,3334,55837.413,34530.080,-102.329,-93.349,138.510
23,3339,55919.459,33616.842,-85.704,-15.832,87.154
23,3343,56214.016,31673.773,74.382,43.218,86.026
23,3344,56129.642,32677.974,57.312,47.187,74.238
23,3347,56280.653,30613.519,75.442,-23.795,79.105
23,3350,56332.270,29778.432,59.694,141.750,153.807
23,3353,56339.907,28643.084,0.085,7.974,7.975
23,3357,56299.901,27647.833,-105.460,6.161,105.640
23,3401,56955.362,31691.127,-188.654,-7.250,188.793
23,3404,57023.134,30723.851,-186.367,18.384,187.272
24,2498,40978.398,32421.900,68.141,-129.589,146.412
24,2503,41198.358,30520.768,153.934,-24.999,155.951
24,2504,41176.555,31445.633,199.274,-102.926,224.286
24,2511,41132.569,28630.574,-44.694,80.549,92.118
24,2514,41189.735,27602.241,-55.053,54.175,77.238
24,2548,42010.917,33533.919,164.237,-91.170,187.845
24,2549,41765.444,34652.965,-15.906,34.037,37.570
24,2554,42133.117,32504.171,219.403,-117.416,248.846
24,2559,41990.615,31589.917,9.730,-28.591,30.202
24,2563,42002.293,30598.565,-45.830,-16.909,48.850
24,2566,42075.502,29540.054,-38.216,-82.216,90.664
24,2570,42227.111,28623.535,45.903,4.121,46.088
24,2574,42366.543,27297.351,117.782,-320.044,341.028
24,2599,42738.456,35718.511,21.154,24.909,32.680
24,2603,42946.086,34590.557,161.523,-98.898,189.395
24,2607,42864.129,33717.892,12.347,32.170,34.458
24,2613,42727.444,32768.059,-189.774,76.205,204.503
24,2616,42825.161,31707.815,-159.334,19.068,160.471
24,2619,42981.956,30624.296,-69.867,-61.215,92.891
24,2623,43106.222,29739.200,-11.274,47.068,48.400
24,2627,43110.863,28560.507,-68.020,-126.985,144.055
24,2631,43143.189,27836.150,-103.113,150.725,182.620
24,2634,43395.243,25653.950,15.771,-35.228,38.597
24,2635,43429.819,26720.174,117.738,29.078,121.276
24,2652,43670.999,36779.474,17.934,10.765,20.917
24,2657,43951.996,35555.714,231.462,-208.402,311.458
24,2661,43750.647,35027.826,-37.255,267.843,270.422
24,2665,43451.032,33957.844,-404.109,201.524,451.571
24,2670,43818.584,32744.699,-102.158,-17.434,103.635
24,2674,43857.598,31819.638,-124.851,62.114,139.449
24,2678,43939.305,30735.144,-110.398,-18.952,112.013
24,2681,44209.903,28729.744,27.151,-27.635,38.741
24,2682,43783.179,29667.966,-332.181,-92.632,344.855
NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,2688,44295.223,26615.759,-22.558,-136.830,138.677
24,2691,44475.242,26040.595,91.667,281.817,296.351
24,2695,44466.118,24836.260,15.088,79.689,81.105
24,2709,44770.523,36736.635,114.192,-102.247,153.278
24,2713,44687.015,35935.473,-36.831,101.015,107.520
24,2718,44375.225,35177.398,-410.579,348.623,538.622
24,2723,45305.231,33779.546,451.990,-45.699,454.294
24,2728,45043.869,31928.000,57.799,100.139,115.622
24,2729,44904.441,32879.724,-14.274,48.957,50.995
24,2733,45109.409,30932.338,55.948,108.105,121.724
24,2736,45198.183,29988.486,78.957,157.725,176.384
24,2739,45080.977,28857.924,-105.767,30.534,110.086
24,2742,45384.050,27721.531,129.726,-103.710,166.086
24,2745,45279.348,26495.847,-42.488,-326.661,329.413
24,2749,45367.607,25792.088,-20.120,-36.428,41.615
24,2752,45477.577,24933.898,22.429,107.597,109.910
24,2755,45528.645,23890.120,13.648,67.418,68.786
24,2760,46128.174,37740.131,539.632,-161.807,563.368
24,2765,45613.733,36717.432,-40.699,-189.678,193.996
24,2769,45787.046,34825.680,-2.246,-73.141,73.175
24,2770,45416.667,36366.090,-305.261,463.136,554.688
24,2775,45886.809,33849.586,30.038,-45.887,54.844
24,2780,45764.060,32935.958,-158.366,35.108,162.211
24,2786,46023.216,31780.535,33.327,-117.575,122.207
24,2789,45975.658,31017.376,-81.728,123.006,147.682
24,2791,46254.023,30011.551,130.813,110.714,171.376
24,2795,46210.110,29054.318,19.298,156.906,158.088
24,2798,46186.419,27880.396,-72.060,-14.898,73.584
24,2802,46250.091,26760.766,-69.109,-130.176,147.383
24,2806,46244.988,25779.195,-139.740,-117.425,182.527
24,2809,46551.073,24014.197,31.942,121.845,125.963
24,2810,46535.100,24940.401,83.080,45.976,94.953
24,2817,46516.212,37052.519,-143.521,85.503,167.060
24,2822,46603.025,36074.987,-122.525,102.269,159.597
24,2827,46784.106,35003.058,-8.933,34.499,35.637
24,2833,46894.515,33921.123,33.988,-44.357,55.882
24,2838,46934.348,33133.735,8.066,163.086,163.285
24,2841,46810.279,31962.144,-183.572,-6.002,183.670
24,2845,46999.573,31048.630,-61.841,84.233,104.496
24,2847,47030.952,30032.213,-91.738,71.413,116.257
24,2849,47194.285,29074.980,5.861,109.262,109.419
24,2853,47314.088,26946.322,-9.238,-14.565,17.248
24,2854,47267.631,28088.450,11.833,124.836,125.396
24,2858,47430.172,25598.720,41.186,-367.794,370.093
24,2861,47389.302,24936.982,-66.990,-27.356,72.361
24,2864,47537.124,24112.678,13.683,150.540,151.161
24,2868,47559.116,37902.181,-36.765,-138.100,142.910
24,2873,47587.697,37215.445,-75.851,179.397,194.773
24,2878,47827.306,35963.851,97.960,-78.197,125.343
24,2883,47728.175,35120.288,-68.770,82.383,107.314
24,2888,47770.060,33947.376,-94.372,-87.782,128.887
24,2894,47908.590,33176.446,-17.478,146.710,147.748
24,2897,47995.864,32127.959,4.137,91.681,91.774
24,2901,48106.507,29983.981,-20.253,-46.596,50.807
24,2902,48075.149,31013.685,15.933,-18.888,24.711
24,2905,48134.861,29097.922,-57.768,62.305,84.964
24,2909,48219.449,28130.894,-40.678,97.407,105.560
24,2913,48312.342,27085.306,-15.298,54.444,56.552
24,2916,48381.932,25700.389,-11.451,-335.949,336.144
24,2919,48542.106,24896.454,81.425,-137.806,160.064
24,2923,48501.076,24174.455,-26.778,142.474,144.969
24,2928,48609.225,38169.571,9.407,60.825,61.548
24,2932,48581.974,37358.803,-85.537,254.199,268.205
24,2937,48687.574,36103.706,-40.252,-5.586,40.638
24,2943,48817.393,35207.365,22.289,102.131,104.534
24,2948,48814.705,33120.661,-115.396,21.754,117.429
24,2949,48768.749,34241.106,-93.863,138.323,167.163
24,2954,48951.866,32043.846,-44.033,-61.878,75.946
24,2957,49059.725,31127.216,-3.744,25.095,25.372
24,2960,49045.879,30224.468,-85.193,124.289,150.684
24,2964,49220.869,29020.249,23.897,-85.090,88.382
24,2967,49243.743,28173.344,-20.858,70.133,73.169
24,2972,49351.768,27175.037,19.707,74.252,76.822
24,2975,49547.141,25995.998,147.662,-102.633,179.826
24,2978,49699.604,24945.101,242.060,-157.246,288.651
24,2983,49543.628,24297.614,19.220,197.579,198.512
24,2989,49586.012,38214.319,-12.609,39.202,41.180
24,2992,49746.646,36156.042,14.732,-21.707,26.235
24,2996,49780.253,35192.314,-19.055,18.587,26.619
24,3000,49895.727,34226.028,28.900,54.478,61.669
24,3004,49883.555,33211.234,-50.805,43.427,66.836
24,3009,50004.154,32154.876,3.904,-19.927,20.305
24,3012,50121.891,31192.038,54.045,20.617,57.844
24,3015,50196.372,30208.586,60.845,39.034,72.289
24,3019,50150.109,29189.739,-51.250,14.914,53.376
24,3022,50179.690,28260.859,-89.429,88.126,125.554
24,3025,50292.818,27161.219,-36.468,-7.656,37.263
24,3029,50406.002,24981.048,-55.959,-191.129,199.152
24,3030,50351.561,26073.334,-44.926,-93.282,103.537
24,3033,50558.114,24332.050,29.212,162.278,164.886
24,3039,50640.471,38111.200,37.530,-131.296,136.555
24,3041,50717.788,37500.659,47.399,262.179,266.429
24,3045,50661.369,36294.228,-76.536,58.127,96.107
24,3049,50767.329,35149.192,-36.305,-92.601,99.463
24,3053,50833.371,34261.621,-37.821,21.715,43.611
24,3057,50904.945,33326.062,-33.775,89.654,95.805
24,3063,51058.343,31953.844,53.685,-289.643,294.576
24,3066,51285.839,31364.166,213.602,123.730,246.850
24,3069,51038.601,30234.528,-94.485,-2.485,94.518
24,3072,51221.537,29152.295,20.809,-82.440,85.026
24,3075,51361.768,27173.549,28.015,-64.906,70.694
24,3076,51289.464,28303.323,23.160,62.935,67.061
24,3081,51408.471,26179.500,7.459,-56.631,57.120
24,3084,51479.107,25171.992,12.605,-69.906,71.034
24,3087,51745.561,24221.155,212.067,-18.310,212.856
24,3097,51768.423,37415.117,93.605,109.625,144.152
24,3102,51776.937,36382.142,34.679,78.678,85.982
24,3107,51788.982,35320.955,-18.957,11.520,22.183
24,3111,51788.362,34269.849,-87.214,-37.998,95.132
24,3115,51902.468,33323.633,-34.584,20.520,40.214
24,3120,51970.623,32098.899,-32.107,-211.343,213.768
24,3123,52032.694,30396.871,-104.917,91.084,138.938
24,3124,51913.701,31372.497,-156.511,64.928,169.444
24,3127,52201.318,29273.309,-3.861,-30.526,30.769
24,3129,52379.037,28116.973,108.122,-192.591,220.866
24,3132,52424.573,27264.810,86.252,-43.092,96.418
24,3136,52567.058,26180.210,161.441,-125.371,204.404
24,3140,52484.357,25352.031,13.284,40.565,42.685
24,3143,52514.214,24322.681,-23.872,13.606,27.477
24,3150,52756.419,37519.167,77.248,147.080,166.132
24,3154,52832.069,36461.590,90.670,92.684,129.659
24,3158,52826.426,35364.271,17.752,-1.413,17.808
24,3161,52952.048,33357.115,10.524,-13.926,17.455
24,3162,52823.763,34491.235,-50.352,117.360,127.706
24,3164,52927.566,32333.262,-81.379,-36.432,89.162
24,3169,52995.087,31315.813,-79.634,-60.309,99.894
24,3172,53143.720,30460.020,1.492,85.636,85.649
24,3175,53454.948,29387.396,245.248,14.600,245.682
24,3179,53276.280,28269.350,0.757,-109.200,109.203
24,3183,53520.560,27194.633,177.668,-182.556,254.740
24,3187,53437.800,26371.644,27.599,-3.301,27.796
24,3191,53383.072,25502.336,-84.723,123.280,149.586
24,3204,53900.773,36574.648,154.856,139.189,208.216
24,3209,53835.840,35624.847,22.685,192.271,193.604
24,3214,54491.076,34501.324,612.412,60.106,615.355
24,3218,53924.340,33585.174,-21.692,146.375,147.974
24,3223,54005.651,32393.441,-7.842,-44.091,44.783
24,3226,54177.385,31464.527,98.183,20.057,100.210
24,3230,54255.481,30452.647,108.665,9.830,109.109
24,3237,54401.158,28450.553,128.466,4.952,128.561
24,3241,54426.095,27444.045,86.218,-0.517,86.220
24,3244,54461.088,25492.231,-11.216,43.783,45.197
24,3245,54469.986,26459.306,63.048,16.924,65.280
24,3263,54720.349,36276.008,-30.100,-225.849,227.846
24,3268,54855.829,35547.746,38.206,48.352,61.625
24,3273,54831.772,34519.477,-51.373,11.110,52.561
24,3277,55108.450,33493.566,157.987,-12.858,158.509
24,3283,55153.727,32613.632,135.741,108.355,173.685
24,3286,55087.377,31623.674,10.046,112.730,113.177
24,3290,55270.849,30416.815,126.539,-92.628,156.818
24,3294,55223.227,28469.989,-55.686,-36.788,66.741
24,3295,55262.086,29616.851,50.406,108.304,119.459
24,3298,55248.539,27572.060,-95.859,58.489,112.294
24,3302,55444.091,26455.830,32.577,-55.659,64.491
24,3334,55884.966,34538.793,-2.476,-36.601,36.685
24,3339,55793.587,33532.287,-155.548,-40.079,160.628
24,3343,56082.156,31599.068,-1.273,28.462,28.491
24,3344,55942.598,32570.017,-73.500,-1.295,73.512
24,3347,56092.972,30570.848,-55.866,-6.863,56.286
24,3350,56152.183,29616.587,-63.971,39.518,75.193
24,3353,56226.632,28620.245,-56.788,44.829,72.350
24,3357,56263.776,27635.864,-85.163,53.394,100.517
24,3401,56936.669,31631.311,-151.129,-7.293,151.305
24,3404,57103.016,30680.139,-50.310,34.160,60.811
25,2498,41101.011,32494.481,128.773,-143.284,192.647
25,2503,41442.400,30700.649,337.609,59.232,342.766
25,2504,41424.027,31381.101,384.676,-254.114,461.031
25,2511,41319.358,28881.129,79.795,244.489,257.181
25,2514,41279.179,27691.709,-26.225,48.655,55.273
25,2548,42055.841,33585.919,147.243,-125.381,193.393
25,2549,41887.469,34705.493,44.247,0.316,44.248
25,2554,42130.380,32605.673,154.641,-102.111,185.312
25,2559,41850.263,31684.592,-192.679,-20.514,193.768
25,2563,41890.797,30660.656,-217.696,-50.388,223.452
25,2566,42127.824,29697.732,-48.132,-10.950,49.362
25,2570,42339.976,28689.217,96.551,-16.826,98.006
25,2574,42422.389,27379.152,118.051,-323.231,344.114
25,2599,42819.609,35782.658,40.433,3.042,40.547
25,2603,42954.589,34711.835,108.130,-63.786,125.542
25,2607,42811.986,33916.513,-99.978,134.900,167.909
25,2613,42550.588,32776.350,-428.656,-1.629,428.659
25,2616,42902.003,31791.035,-144.520,15.799,145.381
25,2619,42985.922,30733.500,-120.066,-45.679,128.461
25,2623,43013.871,29740.483,-159.303,-36.253,163.376
25,2627,42898.475,28629.104,-342.168,-144.938,371.599
25,2631,43047.227,27942.301,-260.915,170.616,311.747
25,2634,43634.246,25930.834,192.724,155.670,247.741
25,2635,43314.399,26593.868,-59.587,-183.760,193.179
25,2652,43740.732,36852.548,25.765,-1.762,25.825
25,2657,43945.654,35681.917,163.232,-168.178,234.368
25,2661,43719.574,35019.762,-130.203,173.690,217.074
25,2665,43736.057,34212.377,-179.280,360.513,402.630
25,2670,43999.972,32830.433,23.394,-16.131,28.416
25,2674,44082.722,31791.065,38.850,-52.680,65.457
25,2678,44159.479,31075.561,49.890,226.344,231.777
25,2681,44246.182,28862.971,1.688,19.111,19.185
25,2682,44143.867,29832.398,-33.091,-14.189,36.005
25,2685,44338.835,28028.293,26.775,187.007,188.914
25,2688,44289.064,26751.210,-88.897,-95.989,130.831
25,2691,44218.100,25852.772,-227.461,8.193,227.608
25,2695,44562.355,25014.868,49.315,171.862,178.798
25,2709,44827.671,36777.653,115.362,-145.046,185.329
25,2713,44558.299,35908.782,-221.497,-9.931,221.720
25,2718,44280.632,35181.073,-566.527,266.423,626.046
NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,2728,45034.205,31990.804,-13.346,76.968,78.117
25,2729,44924.785,32917.491,-55.363,0.765,55.368
