Frame Index,Pillar Index,X,Y,DX,DY,DIS
1,2729,45186.355,33216.662,-48.565,-48.300,68.494
1,2733,45389.902,31329.912,25.539,72.243,76.624
1,2736,45322.873,30288.115,-108.881,33.075,113.794
1,2739,45413.348,29263.983,-84.118,2.310,84.150
1,2742,45635.080,28377.179,70.235,118.308,137.585
1,2745,45666.569,27162.768,34.270,-94.150,100.193
1,2749,45718.674,26137.292,20.761,-125.288,126.996
1,2752,45700.682,25238.357,-64.485,-22.551,68.314
1,2755,45859.941,24344.865,27.713,86.689,91.011
1,2760,46341.835,38253.635,437.750,-80.393,445.071
1,2765,45975.813,37167.104,4.000,-162.753,162.802
1,2769,46082.696,35461.493,-17.261,130.957,132.090
1,2770,45940.932,36537.802,-96.756,201.993,223.971
1,2775,46119.371,34200.084,-48.024,-127.324,136.080
1,2780,46106.368,33432.379,-126.818,98.794,160.758
1,2786,46265.321,32266.034,-35.198,-64.850,73.786
1,2789,46327.179,31383.057,-40.855,55.096,68.591
1,2791,46353.731,30515.769,-81.782,190.469,207.284
1,2795,46538.343,29282.863,37.032,-49.079,61.483
1,2798,46458.049,28413.649,-110.754,84.575,139.353
1,2802,46687.235,27439.104,51.028,111.951,123.032
1,2806,46636.033,26267.470,-65.836,-65.142,92.617
1,2809,46797.689,24352.421,-31.600,25.917,40.869
1,2810,46714.145,25289.785,-54.985,-41.173,68.692
1,2817,46925.260,37440.699,-44.798,42.810,61.965
1,2822,46922.356,36595.936,-113.586,191.937,223.028
1,2827,47070.160,35209.494,-33.300,-190.871,193.754
1,2833,47088.803,34465.654,-82.176,68.252,106.823
1,2838,47196.925,33498.391,-39.882,94.801,102.848
1,2841,47348.593,32342.909,44.293,-58.087,73.048
1,2845,47315.475,31482.404,-56.365,84.266,101.379
1,2847,47482.981,30447.515,43.586,52.014,67.862
1,2849,47555.062,29417.154,49.853,15.051,52.076
1,2853,47681.926,27389.177,48.066,-6.594,48.517
1,2854,47587.735,28540.740,14.939,141.514,142.300
1,2858,47797.226,26381.075,97.896,-19.852,99.888
1,2861,47799.151,25171.820,32.820,-227.501,229.856
1,2864,47822.242,24481.959,-10.995,85.459,86.163
1,2868,47908.550,38373.002,2.604,-97.850,97.885
1,2873,47889.207,37533.383,-84.476,66.456,107.483
1,2878,47938.445,36680.884,-101.147,207.494,230.834
1,2883,48016.090,35458.309,-91.081,-11.511,91.806
1,2888,48123.501,34351.558,-51.246,-115.524,126.380
1,2894,48251.371,33562.316,9.111,98.356,98.777
1,2897,48178.169,32595.523,-130.005,124.719,180.156
1,2901,48498.274,30608.854,60.996,144.899,157.214
1,2902,48304.269,31456.502,-71.442,-11.607,72.379
1,2905,48403.300,29475.579,-99.840,5.127,99.971
1,2909,48527.210,28514.340,-43.174,46.749,63.636
1,2913,48638.459,27520.993,0.669,55.159,55.163
1,2916,48896.439,26438.991,191.437,-23.901,192.923
1,2919,48782.735,25217.610,12.336,-251.767,252.069
1,2923,48794.723,24554.844,-42.582,88.302,98.033
1,2928,48920.831,38485.236,11.028,-54.084,55.197
1,2932,49002.423,37769.599,24.911,234.087,235.409
1,2937,49042.638,36564.449,-0.718,22.158,22.170
1,2943,49082.903,35595.712,-28.074,56.873,63.424
1,2948,49134.402,33520.622,-106.212,-11.269,106.808
1,2949,49113.330,34593.429,-65.282,57.056,86.701
1,2954,49310.813,32667.347,4.556,128.683,128.763
1,2957,49275.178,31460.090,-98.628,-76.096,124.571
1,2960,49349.602,30556.571,-91.626,22.962,94.459
1,2964,49490.463,29570.362,-16.648,30.029,34.334
1,2967,49589.300,28616.834,14.819,79.381,80.753
1,2972,49628.155,27595.779,-13.712,59.962,61.510
1,2975,49497.846,26525.521,-211.235,-7.362,211.363
1,2978,49881.207,25242.272,106.663,-297.068,315.636
1,2983,49787.706,24591.526,-53.719,54.972,76.861
1,2989,49901.010,38551.572,-12.724,-55.682,57.117
1,2992,50007.911,36729.855,-35.943,130.343,135.208
1,2996,50055.898,35561.200,-53.681,-44.658,69.829
1,3000,50125.712,34618.846,-51.225,15.200,53.432
1,3004,50178.528,33709.322,-65.982,108.477,126.968
1,3009,50330.157,32642.047,19.882,34.205,39.564
1,3012,50604.592,31601.891,226.763,-3.695,226.793
1,3015,50551.932,30652.981,106.592,49.934,117.708
1,3019,50506.098,29634.186,-5.077,24.234,24.760
1,3022,50555.775,28656.246,-22.871,49.135,54.197
1,3025,50582.790,27675.197,-63.226,69.546,93.990
1,3029,50945.914,25431.088,174.238,-176.296,247.869
1,3030,50788.213,26568.411,75.008,-34.388,82.515
1,3033,50961.004,24672.030,122.571,67.312,139.838
1,3039,50990.172,38507.041,77.178,-166.113,183.167
1,3041,51096.064,37802.434,115.670,132.792,176.105
1,3045,50985.717,36672.016,-62.153,4.715,62.331
1,3049,51161.395,35619.760,47.776,-54.306,72.330
1,3053,51238.165,34706.088,57.130,34.027,66.495
1,3057,51276.717,33712.823,28.157,43.322,51.668
1,3063,51331.152,32620.002,16.771,-56.637,59.068
1,3066,51306.316,31777.538,-75.608,102.848,127.649
1,3069,51336.509,30765.617,-113.007,93.383,146.597
1,3072,51470.682,29723.245,-46.229,52.291,69.796
1,3075,51616.528,27753.492,-26.907,79.902,84.311
1,3076,51559.536,28576.446,-23.252,-100.080,102.745
1,3081,51577.361,26688.500,-133.178,17.688,134.348
1,3084,51740.994,25550.512,-34.808,-126.616,131.314
1,3087,52065.409,24552.291,222.824,-122.228,254.146
1,3097,52124.808,37685.602,140.189,-51.131,149.223
1,3102,52135.254,36765.946,83.218,31.252,88.893
1,3107,52121.475,35751.180,3.774,9.320,10.055
1,3111,51991.232,34668.353,-193.966,-71.732,206.804
1,3115,52130.859,33742.569,-121.793,4.720,121.884
1,3120,52149.387,32652.269,-170.816,-83.700,190.220
1,3123,52344.542,30830.668,-102.786,91.140,137.374
1,3124,52263.380,31873.160,-122.610,129.682,178.467
1,3127,52490.348,29701.068,-24.473,-37.409,44.703
1,3129,52669.773,28631.195,89.412,-112.902,144.018
1,3132,52676.343,27795.983,28.764,52.990,60.294
1,3136,52771.449,26740.897,56.753,0.577,56.756
1,3140,52850.504,25692.250,70.493,-54.446,89.071
1,3143,52872.911,24756.948,26.114,12.743,29.058
1,3150,52943.236,37718.588,-45.599,-84.836,96.315
1,3154,53094.863,37024.131,38.639,222.419,225.750
1,3158,53059.749,35816.502,-63.774,17.235,66.062
1,3161,53235.885,33850.573,-15.447,46.236,48.748
1,3162,53129.543,34858.462,-59.754,50.728,78.383
1,3164,53390.347,32826.229,71.823,23.682,75.627
1,3169,53357.401,31783.039,-26.850,-27.387,38.353
1,3172,53516.665,30945.960,65.156,137.780,152.409
1,3175,53780.902,29750.169,261.976,-57.184,268.145
1,3179,53610.268,28842.382,25.729,29.212,38.927
1,3183,53717.429,27796.478,65.638,-15.740,67.498
1,3187,53773.653,26767.344,54.761,-42.375,69.241
1,3191,53715.393,25799.574,-68.824,-16.487,70.771
1,3204,54228.457,36911.894,172.748,44.960,178.503
1,3209,54272.029,36053.794,149.143,188.984,240.746
1,3214,54253.755,34815.509,65.556,-58.090,87.591
1,3218,54175.015,33951.126,-80.449,79.014,112.761
1,3223,54238.079,32939.500,-84.624,69.079,109.239
1,3226,54392.835,31775.273,4.460,-103.513,103.609
1,3230,54449.424,30929.558,-6.293,52.891,53.264
1,3237,54641.248,28915.928,52.574,33.892,62.551
1,3241,54765.794,27854.084,109.803,-27.170,113.115
1,3244,54802.802,25866.636,19.903,-9.498,22.053
1,3245,54822.487,27002.680,99.435,123.691,158.703
1,3263,55007.046,36725.781,-52.927,-207.623,214.263
1,3268,55148.884,35946.691,21.836,15.057,26.524
1,3273,55319.149,34968.836,126.764,27.992,129.818
1,3277,55336.518,34163.857,76.926,224.106,236.941
1,3283,55514.643,33017.161,187.757,78.956,203.683
1,3286,55687.542,31935.322,295.095,-11.620,295.324
1,3290,55639.447,30964.227,179.589,19.220,180.614
1,3294,55535.307,29003.932,-52.630,62.863,81.986
1,3295,55650.332,29892.486,123.125,-52.181,133.726
1,3298,55459.450,27963.113,-193.727,14.709,194.284
1,3302,55757.076,26867.865,36.906,-78.480,86.725
1,3334,56083.163,34933.946,-115.101,-63.666,131.535
1,3339,56168.845,34039.696,-94.785,32.396,100.169
1,3343,56260.189,32081.044,-132.364,76.668,152.965
1,3344,56276.167,32927.926,-54.812,-78.020,95.350
1,3347,56340.551,31008.363,-117.220,-3.227,117.264
1,3350,56370.940,30045.791,-153.921,34.368,157.712
1,3353,56516.326,29067.208,-75.672,57.556,95.073
1,3357,56604.437,28053.180,-52.907,35.987,63.986
1,3401,57282.838,32085.306,-113.685,13.061,114.433
1,3404,57430.964,31116.108,-30.893,36.255,47.632
2,2498,41469.418,32810.279,279.552,-201.737,344.742
2,2503,41354.758,30996.730,32.556,-20.525,38.486
2,2504,41378.220,31987.498,123.129,-32.260,127.285
2,2511,41425.873,29148.506,-29.003,125.974,129.270
2,2514,41544.556,28076.069,22.252,55.675,59.957
2,2548,42091.931,34104.653,-33.835,19.210,38.908
2,2549,42160.945,35106.997,102.313,18.388,103.953
2,2554,42000.530,32896.624,-192.386,-185.735,267.413
2,2559,42168.815,32222.172,-89.485,132.346,159.759
2,2563,42256.087,31060.800,-69.439,-26.447,74.305
2,2566,42325.357,30157.822,-67.531,72.806,99.303
2,2570,42419.191,28981.927,-40.892,-101.191,109.141
2,2574,42523.056,27688.282,2.812,-399.979,399.989
2,2599,43058.128,36191.904,62.313,39.211,73.624
2,2603,42934.014,35246.796,-127.339,87.583,154.551
2,2607,43029.807,34126.313,-98.882,-29.660,103.234
2,2613,42970.471,33094.927,-225.445,-57.953,232.775
2,2616,43307.948,32139.429,44.769,-10.970,46.094
2,2619,43525.816,31054.934,202.047,-100.916,225.848
2,2623,43490.775,30298.878,99.927,145.348,176.384
2,2627,43368.017,29124.254,-90.241,-27.281,94.274
2,2631,43355.053,28372.910,-168.694,214.828,273.146
2,2634,43589.514,26050.823,-68.830,-103.008,123.888
2,2635,43434.828,27114.224,-156.270,-42.286,161.890
2,2652,43988.460,37144.975,57.515,-82.515,100.582
2,2657,43800.941,36365.512,-197.582,142.200,243.433
2,2661,44024.142,35307.117,-39.925,77.460,87.144
2,2665,44199.361,34220.378,72.614,-4.540,72.756
2,2670,44256.751,33184.963,62.721,-36.873,72.757
2,2674,44310.124,32315.685,48.838,96.407,108.071
2,2678,44198.510,31266.296,-128.373,40.118,134.496
2,2681,44644.526,29347.141,182.939,125.428,221.808
2,2682,44361.471,30310.760,-32.699,87.014,92.955
2,2685,44735.335,28208.537,208.090,-19.523,209.004
2,2688,44613.886,27268.428,19.261,41.919,46.132
2,2691,44513.657,26071.644,-148.278,-152.076,212.399
2,2695,44705.083,25241.499,-22.290,10.602,24.683
2,2709,44939.067,37276.440,10.035,-19.774,22.175
2,2713,44976.086,36383.051,-20.467,90.897,93.173
2,2718,45023.197,35380.469,-39.131,82.039,90.893
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,2728,45157.996,32418.976,-106.393,129.293,167.440
2,2729,45145.011,33252.225,-51.994,-39.998,65.599
2,2733,45377.390,31391.258,47.311,94.789,105.940
2,2736,45354.051,30264.756,-43.496,-29.250,52.416
2,2739,45256.914,29295.089,-208.043,3.078,208.066
2,2742,45394.654,28416.696,-136.056,118.627,180.509
2,2745,45690.592,27258.918,92.465,-37.680,99.847
2,2749,45697.281,26162.886,38.121,-129.229,134.734
2,2752,45627.567,25159.037,-97.030,-140.048,170.377
2,2755,45805.137,24374.580,13.706,78.318,79.509
2,2760,46352.606,38341.923,488.447,-28.193,489.260
2,2765,45811.678,37320.788,-120.150,-45.330,128.417
2,2769,46049.666,35400.226,-17.268,41.452,44.905
2,2770,45909.115,36538.901,-90.308,176.689,198.430
2,2775,46065.698,34388.742,-66.957,23.227,70.871
2,2780,46121.084,33499.985,-79.034,137.552,158.641
2,2786,46270.460,32239.566,2.862,-120.431,120.465
2,2789,46260.597,31405.140,-72.714,38.535,82.294
2,2791,46376.691,30502.088,-24.248,137.903,140.018
2,2795,46514.152,29481.550,51.526,120.859,131.384
2,2798,46561.080,28372.649,32.833,6.188,33.411
2,2802,46557.374,27511.706,-38.156,146.623,151.507
2,2806,46535.475,26337.877,-127.232,-24.300,129.532
2,2809,46807.992,24355.371,12.957,-10.894,16.928
2,2810,46699.686,25195.292,-30.142,-165.895,168.611
2,2817,46878.709,37522.029,-56.155,86.457,103.093
2,2822,47076.964,36426.703,74.485,-5.219,74.667
2,2827,46926.829,35376.085,-143.172,-52.488,152.490
2,2833,47128.670,34514.869,-7.106,79.521,79.838
2,2838,47066.780,33519.152,-136.521,86.791,161.773
2,2841,47173.434,32384.860,-91.902,-43.662,101.747
2,2845,47255.304,31476.690,-75.891,41.698,86.592
2,2847,47331.376,30569.774,-67.115,137.147,152.689
2,2849,47376.758,29425.071,-89.261,-5.722,89.444
2,2853,47776.725,27427.467,177.605,-7.709,177.772
2,2854,47520.620,28615.420,-12.803,187.230,187.667
2,2858,47805.680,26114.112,139.309,-318.161,347.323
2,2861,47765.101,25283.249,31.619,-147.993,151.333
2,2864,47771.234,24440.349,-27.457,4.075,27.758
2,2868,47866.918,38530.820,-5.180,32.538,32.948
2,2873,47900.790,37523.093,-37.234,18.593,41.618
2,2878,47838.514,36604.880,-167.114,103.688,196.668
2,2883,48048.668,35467.835,-19.421,-28.593,34.565
2,2888,48142.011,34470.205,8.188,-33.089,34.087
2,2894,48270.594,33652.073,69.350,151.664,166.768
2,2897,48231.031,32567.516,-37.656,69.288,78.860
2,2901,48382.235,30598.266,-19.811,95.798,97.825
2,2902,48232.519,31492.960,-102.052,-11.826,102.735
2,2905,48445.349,29507.664,-24.235,6.897,25.197
2,2909,48394.606,28673.159,-142.454,174.958,225.618
2,2913,48579.759,27387.875,-23.047,-117.260,119.503
2,2916,48770.880,26579.359,100.785,77.038,126.856
2,2919,48911.087,25275.620,173.878,-225.668,284.886
2,2923,48793.841,24531.449,-1.817,26.954,27.015
2,2928,48880.536,38596.910,9.720,31.799,33.252
2,2932,48904.368,37690.061,-32.171,118.617,122.903
2,2937,48980.315,36618.218,-23.676,49.754,55.100
2,2943,48997.785,35611.849,-73.657,46.583,87.151
2,2948,49116.336,33538.052,-88.369,-31.613,93.854
2,2949,49039.136,34615.787,-98.081,43.355,107.236
2,2954,49354.845,32617.927,82.603,50.286,96.705
2,2957,49341.422,31656.197,1.659,90.548,90.564
2,2960,49349.096,30591.152,-56.607,19.112,59.746
2,2964,49407.039,29537.517,-66.209,-33.023,73.987
2,2967,49610.585,28603.787,69.818,35.701,78.417
2,2972,49620.497,27525.101,20.518,-48.139,52.329
2,2975,49642.696,26698.623,-24.421,128.057,130.365
2,2978,49850.840,25530.829,116.693,-38.630,122.921
2,2983,49765.407,24567.600,-33.977,-6.910,34.673
2,2989,49846.274,38486.820,-28.122,-145.949,148.634
2,2992,49983.447,36732.730,-24.100,95.956,98.936
2,2996,50149.333,35529.203,74.325,-104.496,128.233
2,3000,50201.496,34707.441,59.020,75.578,95.893
2,3004,50211.923,33664.113,3.649,25.574,25.833
2,3009,50253.807,32621.746,-22.095,-14.970,26.689
2,3012,50308.547,31813.692,-34.817,178.717,182.077
2,3015,50567.915,30626.221,164.706,-13.486,165.257
2,3019,50463.119,29736.395,-7.556,97.957,98.247
2,3022,50590.438,28710.203,52.390,74.152,90.793
2,3025,50359.588,27731.142,-244.159,88.201,259.602
2,3029,50668.226,25896.953,-69.804,257.724,267.009
2,3030,50723.985,26364.589,53.036,-275.791,280.845
2,3033,50892.444,24525.699,89.218,-118.694,148.486
2,3039,50840.348,38288.575,-37.805,-411.352,413.086
2,3041,50929.624,37943.225,-15.938,246.465,246.980
2,3045,50972.667,36706.911,-38.527,2.319,38.597
2,3049,51093.491,35636.123,14.837,-65.590,67.247
2,3053,51022.052,34724.449,-124.055,24.270,126.407
2,3057,51191.256,33686.588,-15.236,-18.905,24.280
2,3063,51105.453,32763.979,-168.267,60.103,178.679
2,3066,51431.841,31855.029,90.577,152.703,177.545
2,3069,51178.651,30647.213,-228.356,-61.601,236.519
2,3072,51420.547,29642.507,-53.946,-65.219,84.639
2,3075,51690.460,27768.469,82.821,56.044,100.002
2,3076,51458.104,28652.619,-83.822,-52.842,99.088
2,3081,51790.442,26617.029,115.565,-93.015,148.348
2,3084,51883.546,25703.990,141.538,-4.907,141.623
2,3087,51964.615,24724.164,155.842,17.223,156.790
2,3097,52045.804,37660.469,96.494,-103.145,141.245
2,3102,52037.976,36861.983,27.710,91.501,95.605
2,3107,52016.571,35826.483,-60.801,58.647,84.476
2,3111,52135.084,34798.845,-9.525,32.342,33.716
2,3115,52099.528,33816.530,-110.760,42.778,118.734
2,3120,52093.347,32732.157,-184.265,-40.134,188.585
2,3123,52370.311,30949.364,-40.589,171.711,176.443
2,3124,52267.160,31837.600,-77.944,66.611,102.529
2,3127,52577.753,29796.648,99.339,19.857,101.304
2,3129,52982.611,28697.243,436.732,-77.467,443.549
2,3132,53019.532,27615.421,407.979,-166.249,440.552
2,3136,52653.941,26674.669,-24.866,-104.856,107.764
2,3140,52621.735,25879.153,-117.019,102.452,155.531
2,3143,52815.194,24759.772,9.503,-15.120,17.858
2,3150,52904.247,37779.963,-44.629,-48.617,65.995
2,3154,53051.718,36939.561,37.493,102.022,108.693
2,3158,53147.733,35839.781,66.405,4.652,66.568
2,3161,53208.872,33812.346,-5.274,-29.373,29.842
2,3162,52966.898,34952.322,-181.656,118.290,216.775
2,3164,53404.553,32873.547,122.983,33.092,127.357
2,3169,53261.822,31875.842,-87.191,36.396,94.482
2,3172,53476.077,30801.575,59.572,-36.415,69.821
2,3175,53647.024,29834.778,164.693,-10.850,165.050
2,3179,53508.868,28660.840,-34.237,-181.288,184.492
2,3183,53680.278,27772.188,69.889,-69.400,98.493
2,3187,53658.127,26927.485,-17.700,80.303,82.230
2,3191,53675.008,25926.068,-67.771,79.998,104.846
2,3204,54012.202,36831.181,-7.791,-62.589,63.072
2,3209,54089.711,35924.792,4.424,22.605,23.034
2,3214,54601.975,35014.188,449.446,112.832,463.393
2,3218,54299.930,34041.051,80.189,140.877,162.101
2,3223,54176.034,32945.358,-109.440,36.963,115.514
2,3226,54438.854,31920.173,91.826,14.035,92.892
2,3230,54456.000,30848.271,41.758,-56.571,70.314
2,3237,54641.985,28934.522,94.875,23.500,97.742
2,3241,54408.737,27986.117,-205.647,75.595,219.102
2,3244,54768.798,25909.392,21.902,-5.948,22.695
2,3245,54748.664,26942.683,68.807,26.244,73.642
2,3263,55088.084,36777.072,64.123,-183.033,193.940
2,3268,55000.460,35927.621,-88.669,-41.458,97.882
2,3273,54955.549,34918.375,-195.949,-48.678,201.905
2,3277,55262.347,34002.471,43.796,36.291,56.878
2,3283,55430.255,33168.937,146.427,194.247,243.254
2,3286,55400.151,31888.555,49.131,-85.701,98.785
2,3290,55450.504,31036.796,32.239,63.681,71.376
2,3294,55333.248,29136.184,-217.930,156.352,268.216
2,3295,55465.514,29914.257,-18.368,-67.039,69.510
2,3298,55545.324,28042.580,-73.134,63.179,96.644
2,3302,55820.891,26882.280,136.998,-103.260,171.555
2,3334,56131.525,34994.600,-24.049,-39.602,46.332
2,3339,55985.805,34026.292,-236.744,-7.317,236.857
2,3343,56212.732,32149.338,-142.318,106.993,178.050
2,3344,56151.047,32929.747,-136.818,-112.789,177.315
2,3347,56244.490,31033.040,-177.831,-8.358,178.028
2,3350,56357.197,30098.588,-130.700,48.800,139.513
2,3353,56515.096,29083.980,-40.127,35.419,53.523
2,3357,56592.776,28082.784,-29.748,34.559,45.599
2,3401,57290.274,32114.264,-68.752,3.827,68.859
2,3404,57428.431,31157.596,2.107,47.883,47.929
3,2498,41360.845,32607.380,127.267,-164.765,208.193
3,2503,41484.509,30713.422,118.955,-63.559,134.870
3,2504,41476.014,31700.769,175.575,-68.861,188.596
3,2511,41570.138,28979.920,75.201,208.687,221.823
3,2514,41606.872,27845.960,44.745,76.221,88.384
3,2548,42046.644,33871.722,-123.055,26.217,125.817
3,2549,42278.972,34794.131,174.348,-44.695,179.986
3,2554,41927.552,32760.084,-304.755,-80.998,315.335
3,2559,42193.965,31891.367,-105.222,52.894,117.768
3,2563,42149.843,30785.836,-216.274,-50.040,221.987
3,2566,42213.692,29707.925,-217.660,-135.645,256.467
3,2570,42387.469,28753.177,-110.988,-87.825,141.533
3,2574,42592.725,27684.558,27.040,-154.798,157.141
3,2599,43130.179,35833.820,89.812,-79.405,119.880
3,2603,42905.673,34981.679,-197.531,73.423,210.735
3,2607,43072.824,33976.955,-95.694,62.239,114.154
3,2613,43239.474,32842.592,4.134,-69.144,69.267
3,2616,43323.306,31915.267,20.958,6.240,21.867
3,2619,43503.123,30816.485,133.741,-89.735,161.056
3,2623,43499.480,29948.914,64.725,35.043,73.603
3,2627,43537.021,28908.012,35.071,-3.107,35.208
3,2631,43370.811,28017.171,-198.393,107.783,225.780
3,2634,43888.215,26021.685,186.117,107.490,214.927
3,2635,43593.004,26727.329,-41.726,-188.684,193.242
3,2652,44044.779,36840.770,73.127,-146.345,163.598
3,2657,43980.734,36163.513,-58.195,180.998,190.123
3,2661,44029.386,35071.471,-76.681,92.415,120.085
3,2665,44206.310,33956.144,34.858,-29.391,45.596
3,2670,44310.321,32982.456,71.846,0.022,71.846
3,2674,44260.356,31985.936,-45.206,6.193,45.629
3,2678,44322.407,31070.374,-50.275,93.594,106.242
3,2681,44629.334,29099.823,123.941,118.375,171.388
3,2682,44416.219,30003.302,-21.910,18.980,28.987
3,2685,44936.880,27921.711,369.493,-56.429,373.777
3,2688,44574.710,26979.135,-58.152,-5.335,58.396
3,2691,44498.349,25846.447,-201.489,-136.144,243.173
3,2695,44777.792,25186.898,10.861,206.303,206.589
3,2709,44905.865,36920.546,-68.640,-137.121,153.341
3,2713,44942.677,36232.262,-99.184,179.104,204.733
3,2718,45055.825,35060.140,-53.281,10.414,54.289
3,2723,45500.692,34039.918,324.468,-6.429,324.531
3,2728,45228.152,32028.846,-80.646,-21.624,83.495
3,2729,45129.172,33000.175,-112.495,-52.857,124.294
3,2733,45430.106,31181.186,58.981,135.285,147.583
3,2736,45326.436,30000.793,-110.117,-52.466,121.977
3,2739,45321.508,29093.653,-182.134,43.352,187.222
3,2742,45491.906,28095.389,-78.913,46.917,91.806
3,2745,45754.984,26962.940,118.644,-91.831,150.031
3,2749,45618.093,25902.072,-85.338,-150.718,173.201
3,2752,45637.787,24990.089,-132.711,-60.624,145.902
3,2755,45825.123,24117.678,-10.600,60.787,61.704
3,2760,46307.132,37960.907,395.360,-160.601,426.734
3,2765,46004.867,37164.205,27.335,36.386,45.510
3,2769,46145.757,35118.605,33.501,-1.535,33.537
3,2770,46053.635,36199.367,8.729,75.846,76.346
3,2775,46083.127,34088.833,-91.787,-26.689,95.588
3,2780,46099.811,33374.594,-140.347,252.694,289.053
3,2786,46268.182,31812.814,-39.117,-306.706,309.190
3,2789,46243.535,31231.385,-130.888,115.053,174.267
3,2791,46426.422,30182.478,-13.527,58.682,60.221
3,2795,46542.815,29100.796,35.668,-19.951,40.869
3,2798,46530.221,28322.534,-44.168,203.636,208.371
3,2802,46589.565,27167.212,-50.324,42.124,65.627
3,2806,46669.529,26162.418,-37.559,39.355,54.401
3,2809,46840.747,24140.849,-0.260,21.947,21.949
3,2810,46712.073,24987.421,-62.041,-133.544,147.252
3,2817,46753.536,37265.012,-222.804,69.060,233.261
3,2822,46961.438,35909.916,-82.220,-282.089,293.827
3,2827,46994.714,35324.293,-116.038,135.636,178.499
3,2833,47252.116,34206.389,74.053,20.658,76.881
3,2838,47204.863,33283.766,-38.619,91.648,99.452
3,2841,47239.581,32207.501,-71.108,17.591,73.251
3,2845,47346.589,31233.377,-31.318,46.709,56.237
3,2847,47399.451,30304.686,-44.023,110.522,118.967
3,2849,47371.066,29070.511,-139.679,-120.603,184.541
3,2853,47718.729,27224.788,73.566,37.940,82.773
3,2854,47573.303,28415.448,-4.747,226.146,226.196
3,2858,47752.168,25967.701,47.390,-223.940,228.900
3,2861,47767.742,25101.039,-3.951,-88.540,88.628
3,2864,47905.800,24257.528,67.375,70.106,97.233
3,2868,47854.198,38128.209,-59.693,-130.573,143.571
3,2873,47999.491,37438.525,18.173,183.212,184.111
3,2878,48001.596,36334.672,-45.365,73.034,85.976
3,2883,48062.359,35309.409,-51.816,51.125,72.791
3,2888,48043.332,34225.095,-138.112,-30.549,141.450
3,2894,48198.065,33406.086,-48.894,144.093,152.162
3,2897,48304.474,32328.273,-9.750,68.253,68.946
3,2901,48409.908,30282.053,-37.154,17.787,41.192
3,2902,48287.791,31231.340,-93.711,-25.478,97.112
3,2905,48446.923,29236.862,-62.047,-22.836,66.116
3,2909,48392.518,28406.275,-183.479,148.314,235.927
3,2913,48632.661,27316.388,-10.532,60.848,61.753
3,2916,48895.447,26204.241,186.973,-57.661,195.662
3,2919,48883.286,24637.828,107.880,-621.997,631.283
3,2923,48833.412,24415.395,-8.758,157.789,158.031
3,2928,48872.143,38235.612,-45.300,-91.769,102.341
3,2932,48900.116,37583.756,-84.749,259.759,273.235
3,2937,48954.230,36432.562,-96.201,101.767,140.040
3,2943,49026.612,35288.069,-91.143,-39.415,99.300
3,2948,49200.074,33297.322,-50.415,-34.144,60.889
3,2949,49150.518,34409.676,-34.450,84.495,91.248
